facility_id,facility_name,facility_address,city,county,state,state_code,zip,phone,hosp_type,hosp_ownership,emergency_unit,ehr_interoperability,hosp_rating
371301,PRAGUE COMMUNITY HOSPITAL,1322 KLABZUBA AVENUE,PRAGUE,LINCOLN,OKLAHOMA,OK,74864,(405) 567-4922,CRITICAL ACCESS HOSPITALS,VOLUNTARY NON-PROFIT - OTHER,Y,N,3
371302,"MERCY HOSPITAL WATONGA, INC",500 NORTH CLARENCE NASH BOULEVARD,WATONGA,BLAINE,OKLAHOMA,OK,73772,(580) 623-7211,CRITICAL ACCESS HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,3
371303,ROGER MILLS MEMORIAL HOSPITAL,501 SOUTH L L MALES AVENUE,CHEYENNE,ROGER MILLS,OKLAHOMA,OK,73628,(580) 497-3336,CRITICAL ACCESS HOSPITALS,GOVERNMENT - HOSPITAL DISTRICT OR AUTHORITY,Y,Y,3
371304,MERCY HOSPITAL TISHOMINGO INC,1000 SOUTH BYRD,TISHOMINGO,JOHNSTON,OKLAHOMA,OK,73460,(580) 371-2327,CRITICAL ACCESS HOSPITALS,VOLUNTARY NON-PROFIT - CHURCH,Y,Y,3
371305,ASCENSION ST JOHN NOWATA,237 SOUTH LOCUST STREET,NOWATA,NOWATA,OKLAHOMA,OK,74048,(918) 273-3102,CRITICAL ACCESS HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,3
371306,MERCY HEALTH LOVE COUNTY,300 WANDA STREET,MARIETTA,LOVE,OKLAHOMA,OK,73448,(580) 276-3347,CRITICAL ACCESS HOSPITALS,GOVERNMENT - LOCAL,Y,Y,3
371307,CIMARRON MEMORIAL HOSPITAL,100 SOUTH ELLIS,BOISE CITY,CIMARRON,OKLAHOMA,OK,73933,(580) 544-2501,CRITICAL ACCESS HOSPITALS,GOVERNMENT - LOCAL,Y,N,3
371309,"PAWHUSKA HOSPITAL, INC",1101 EAST 15TH STREET,PAWHUSKA,OSAGE,OKLAHOMA,OK,74056,(918) 287-3232,CRITICAL ACCESS HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,N,3
371310,"MERCY HOSPITAL HEALDTON, INC.",3462 HOSPITAL RD,HEALDTON,CARTER,OKLAHOMA,OK,73438,(580) 229-0701,CRITICAL ACCESS HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,3
371311,JEFFERSON COUNTY HOSPITAL,INTERSECTION HYWS 81 & 70,WAURIKA,JEFFERSON,OKLAHOMA,OK,73573,(580) 228-2344,CRITICAL ACCESS HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,3
371312,ASCENSION ST JOHN SAPULPA,1004 EAST BRYAN,SAPULPA,CREEK,OKLAHOMA,OK,74066,(918) 227-8601,CRITICAL ACCESS HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,3
371313,"MERCY HOSPITAL KINGFISHER, INC",1000 KINGFISHER HOSPITAL DRIVE,KINGFISHER,KINGFISHER,OKLAHOMA,OK,73750,(405) 375-3141,CRITICAL ACCESS HOSPITALS,VOLUNTARY NON-PROFIT - CHURCH,Y,Y,3
371314,THE PHYSICIANS' HOSPITAL IN ANADARKO,1002 E CENTRAL BLVD,ANADARKO,CADDO,OKLAHOMA,OK,73005,(405) 247-8236,CRITICAL ACCESS HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,3
371316,STROUD REGIONAL MEDICAL CENTER,2308 HIGHWAY 66 WEST,STROUD,LINCOLN,OKLAHOMA,OK,74079,(918) 968-3571,CRITICAL ACCESS HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,3
371317,"MERCY HOSPITAL LOGAN COUNTY, INC",200 S ACADEMY RD,GUTHRIE,LOGAN,OKLAHOMA,OK,73044,(405) 282-6700,CRITICAL ACCESS HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,5
371318,FAIRFAX COMMUNITY HOSPITAL,40 HOSPITAL ROAD,FAIRFAX,OSAGE,OKLAHOMA,OK,74637,(918) 642-3291,CRITICAL ACCESS HOSPITALS,VOLUNTARY NON-PROFIT - OTHER,Y,N,3
371319,MARY HURLEY HOSPITAL,6 NORTH COVINGTON,COALGATE,COAL,OKLAHOMA,OK,74538,(580) 927-2327,CRITICAL ACCESS HOSPITALS,PROPRIETARY,Y,N,4
371320,CLEVELAND AREA HOSPITAL,1401 WEST PAWNEE,CLEVELAND,PAWNEE,OKLAHOMA,OK,74020,(918) 358-2501,CRITICAL ACCESS HOSPITALS,GOVERNMENT - LOCAL,Y,Y,3
371321,HOLDENVILLE GENERAL HOSPITAL,100 MCDOUGAL DRIVE,HOLDENVILLE,HUGHES,OKLAHOMA,OK,74848,(405) 379-4200,CRITICAL ACCESS HOSPITALS,GOVERNMENT - HOSPITAL DISTRICT OR AUTHORITY,Y,Y,3
371322,BEAVER COUNTY MEMORIAL HOSPITAL,212 EAST 8TH STREET,BEAVER,BEAVER,OKLAHOMA,OK,73932,(580) 625-4551,CRITICAL ACCESS HOSPITALS,GOVERNMENT - HOSPITAL DISTRICT OR AUTHORITY,Y,Y,3
371323,"WEATHERFORD REGIONAL HOSPITAL, INC OF WEATHERFORD",3701 E MAIN,WEATHERFORD,CUSTER,OKLAHOMA,OK,73096,(580) 772-5551,CRITICAL ACCESS HOSPITALS,GOVERNMENT - HOSPITAL DISTRICT OR AUTHORITY,Y,Y,3
371324,HARPER COUNTY COMMUNITY HOSPITAL,1003 US HIGHWAY 64 NORTH,BUFFALO,HARPER,OKLAHOMA,OK,73834,(580) 735-2555,CRITICAL ACCESS HOSPITALS,GOVERNMENT - LOCAL,Y,N,3
371325,CORDELL MEMORIAL HOSPITAL,1220 NORTH GLENN ENGLISH STREET,CORDELL,WASHITA,OKLAHOMA,OK,73632,(580) 832-3339,CRITICAL ACCESS HOSPITALS,GOVERNMENT - LOCAL,Y,N,3
371326,INTEGRIS MARSHALL COUNTY MEDICAL CENTER,901 S 5TH AVE,MADILL,MARSHALL,OKLAHOMA,OK,73446,(580) 795-3384,CRITICAL ACCESS HOSPITALS,PROPRIETARY,Y,Y,3
371327,OKEENE MUNICIPAL HOSPITAL,207 EAST F STREET,OKEENE,BLAINE,OKLAHOMA,OK,73763,(580) 822-4417,CRITICAL ACCESS HOSPITALS,GOVERNMENT - HOSPITAL DISTRICT OR AUTHORITY,Y,N,3
371328,ARBUCKLE MEMORIAL HOSPITAL,2011 WEST BROADWAY,SULPHUR,MURRAY,OKLAHOMA,OK,73086,(580) 622-2161,CRITICAL ACCESS HOSPITALS,GOVERNMENT - LOCAL,Y,N,3
371329,FAIRVIEW REGIONAL MEDICAL CENTER AUTHORITY,523 EAST STATE ROAD,FAIRVIEW,MAJOR,OKLAHOMA,OK,73737,(580) 227-3721,CRITICAL ACCESS HOSPITALS,GOVERNMENT - HOSPITAL DISTRICT OR AUTHORITY,Y,Y,3
371330,MANGUM REGIONAL MEDICAL CENTER,1 WICKERSHAM DRIVE,MANGUM,GREER,OKLAHOMA,OK,73554,(580) 782-3353,CRITICAL ACCESS HOSPITALS,PROPRIETARY,Y,N,3
371331,DRUMRIGHT REGIONAL HOSPITAL,610 WEST BYPASS,DRUMRIGHT,CREEK,OKLAHOMA,OK,74030,(918) 382-2300,CRITICAL ACCESS HOSPITALS,PROPRIETARY,Y,N,3
371332,SEILING MUNICIPAL HOSPITAL,809 NE HIGHWAY 60,SEILING,DEWEY,OKLAHOMA,OK,73663,(580) 922-7361,CRITICAL ACCESS HOSPITALS,GOVERNMENT - LOCAL,Y,N,3
371333,CREEK NATION COMMUNITY HOSPITAL,1800 E COPLIN,OKEMAH,OKFUSKEE,OKLAHOMA,OK,74859,(918) 623-1424,CRITICAL ACCESS HOSPITALS,TRIBAL,Y,Y,3
371334,CARNEGIE TRI-COUNTY MUNICIPAL HOSPITAL,102 NORTH BROADWAY,CARNEGIE,CADDO,OKLAHOMA,OK,73015,(580) 654-1050,CRITICAL ACCESS HOSPITALS,GOVERNMENT - HOSPITAL DISTRICT OR AUTHORITY,Y,Y,3
371335,"HASKELL REGIONAL HOSPITAL, INC",401 NORTHWEST H STREET,STIGLER,HASKELL,OKLAHOMA,OK,74462,(918) 967-4682,CRITICAL ACCESS HOSPITALS,PROPRIETARY,Y,N,3
371336,NEWMAN MEMORIAL HOSPITAL,905 SOUTH MAIN STREET,SHATTUCK,ELLIS,OKLAHOMA,OK,73858,(580) 938-2551,CRITICAL ACCESS HOSPITALS,GOVERNMENT - LOCAL,Y,N,3
371337,EASTERN OKLAHOMA MEDICAL CENTER,105 WALL STREET,POTEAU,LEFLORE,OKLAHOMA,OK,74953,(918) 647-8161,CRITICAL ACCESS HOSPITALS,GOVERNMENT - HOSPITAL DISTRICT OR AUTHORITY,Y,Y,4
371338,HARMON MEMORIAL HOSPITAL,400 EAST CHESTNUT STREET,HOLLIS,HARMON,OKLAHOMA,OK,73550,(580) 688-3363,CRITICAL ACCESS HOSPITALS,GOVERNMENT - HOSPITAL DISTRICT OR AUTHORITY,Y,N,3
371340,MEMORIAL HOSPITAL OF TEXAS COUNTY AUTHORITY,520 MEDICAL DRIVE,GUYMON,TEXAS,OKLAHOMA,OK,73942,(580) 338-6515,CRITICAL ACCESS HOSPITALS,GOVERNMENT - HOSPITAL DISTRICT OR AUTHORITY,Y,Y,4
371341,SHARE MEDICAL CENTER,800 SHARE DRIVE,ALVA,WOODS,OKLAHOMA,OK,73717,(580) 327-2800,CRITICAL ACCESS HOSPITALS,GOVERNMENT - HOSPITAL DISTRICT OR AUTHORITY,Y,N,3
371342,MCCURTAIN MEMORIAL HOSPITAL,1301 LINCOLN ROAD,IDABEL,MCCURTAIN,OKLAHOMA,OK,74745,(580) 286-7623,CRITICAL ACCESS HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,N,3
373300,J D MCCARTY CENTER FOR CHILDREN,2002  EAST ROBINSON,NORMAN,CLEVELAND,OKLAHOMA,OK,73071,(405) 307-2800,CHILDRENS,GOVERNMENT - STATE,N,N,3
374000,GRIFFIN MEMORIAL HOSPITAL,900 EAST MAIN STREET,NORMAN,CLEVELAND,OKLAHOMA,OK,73070,(405) 321-4880,PSYCHIATRIC,GOVERNMENT - STATE,N,N,3
374001,NORTHWEST CENTER FOR BEHAVIORAL HEALTH (NCBH),1 MILE EAST US HIGHWAY 270,FORT SUPPLY,WOODWARD,OKLAHOMA,OK,73841,(580) 766-2311,PSYCHIATRIC,GOVERNMENT - STATE,N,N,3
374006,CARL ALBERT COMMUNITY MENTAL HEALTH CENTER,1101 EAST MONROE,MCALESTER,PITTSBURG,OKLAHOMA,OK,74501,(918) 426-7800,PSYCHIATRIC,GOVERNMENT - STATE,N,N,3
374008,JIM TALIAFERRO COMM MENTAL HEALTH CTR,602 SOUTHWEST 38TH STREET,LAWTON,COMANCHE,OKLAHOMA,OK,73505,(580) 248-5780,PSYCHIATRIC,GOVERNMENT - STATE,N,N,3
374012,"BROOKHAVEN HOSPITAL, INC",201 SOUTH GARNETT ROAD,TULSA,TULSA,OKLAHOMA,OK,74128,(918) 438-4257,PSYCHIATRIC,PROPRIETARY,N,N,3
374016,"ROLLING HILLS HOSPITAL, LLC",1000 ROLLING HILLS LANE,ADA,PONTOTOC,OKLAHOMA,OK,74820,(580) 436-3600,PSYCHIATRIC,PROPRIETARY,N,N,3
374017,WILLOW CREST HOSPITAL,130 A STREET SOUTHWEST,MIAMI,OTTAWA,OKLAHOMA,OK,74354,(918) 542-1836,PSYCHIATRIC,PROPRIETARY,N,N,3
374020,"LAUREATE PSYCHIATRIC CLINIC AND HOSPITAL, INC",6655 SOUTH YALE AVENUE,TULSA,TULSA,OKLAHOMA,OK,74136,(918) 481-4000,PSYCHIATRIC,VOLUNTARY NON-PROFIT - PRIVATE,N,N,3
374021,"PARKSIDE, INC",1239 S TRENTON AVE,TULSA,TULSA,OKLAHOMA,OK,74120,(918) 582-2131,PSYCHIATRIC,VOLUNTARY NON-PROFIT - PRIVATE,Y,N,3
374023,CEDAR RIDGE BEHAVIORAL HOSPITAL,6501 NORTHEAST 50TH STREET,OKLAHOMA CITY,OKLAHOMA,OKLAHOMA,OK,73141,(405) 605-6111,PSYCHIATRIC,PROPRIETARY,N,N,3
374025,"OAKWOOD SPRINGS, LLC",13101 MEMORIAL SPRINGS CT,OKLAHOMA CITY,OKLAHOMA,OKLAHOMA,OK,73114,(405) 438-3000,PSYCHIATRIC,PROPRIETARY,N,N,3
374026,TULSA CENTER FOR BEHAVIORAL HEALTH,2323 S HARVARD AVE,TULSA,TULSA,OKLAHOMA,OK,74114,(918) 293-2140,PSYCHIATRIC,GOVERNMENT - STATE,N,N,3
380001,MID-COLUMBIA MEDICAL CENTER,1700 E 19TH STREET,THE DALLES,WASCO,OREGON,OR,97058,(541) 296-1111,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - OTHER,Y,Y,3
380002,ASANTE THREE RIVERS MEDICAL CENTER,500 SW RAMSEY AVENUE,GRANTS PASS,JOSEPHINE,OREGON,OR,97527,(541) 472-7000,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - OTHER,Y,Y,5
380004,PROVIDENCE ST VINCENT MEDICAL CENTER,9205 SW BARNES ROAD,PORTLAND,WASHINGTON,OREGON,OR,97225,(503) 216-1234,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,4
380005,ASANTE ASHLAND COMMUNITY HOSPITAL,280 MAPLE STREET,ASHLAND,JACKSON,OREGON,OR,97520,(541) 482-2441,ACUTE CARE HOSPITALS,GOVERNMENT - LOCAL,Y,Y,5
380007,LEGACY EMANUEL MEDICAL CENTER,2801 N GANTENBEIN AVENUE,PORTLAND,MULTNOMAH,OREGON,OR,97227,(503) 413-2200,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,4
380009,OHSU HOSPITAL AND CLINICS,3181 SW SAM JACKSON PARK ROAD,PORTLAND,MULTNOMAH,OREGON,OR,97239,(503) 494-9000,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - OTHER,Y,Y,4
380014,GOOD SAMARITAN REGIONAL MEDICAL CENTER,3600 NW SAMARITAN DRIVE,CORVALLIS,BENTON,OREGON,OR,97339,(541) 768-5111,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,3
380017,LEGACY GOOD SAMARITAN MEDICAL CENTER,"1015 NW 22ND AVENUE, W121",PORTLAND,MULTNOMAH,OREGON,OR,97210,(503) 413-7711,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,5
380018,ASANTE ROGUE REGIONAL MEDICAL CENTER,2825 E BARNETT ROAD,MEDFORD,JACKSON,OREGON,OR,97504,(541) 789-7000,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,5
380020,MCKENZIE-WILLAMETTE MEDICAL CENTER,1460 G STREET,SPRINGFIELD,LANE,OREGON,OR,97477,(541) 726-4400,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,4
380021,TUALITY COMMUNITY HOSPITAL,335 SE 8TH AVENUE,HILLSBORO,WASHINGTON,OREGON,OR,97123,(503) 681-1111,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,4
380022,SAMARITAN ALBANY GENERAL HOSPITAL,1046 6TH AVENUE SW,ALBANY,LINN,OREGON,OR,97321,(541) 812-4000,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - CHURCH,Y,Y,4
380025,LEGACY MOUNT HOOD MEDICAL CENTER,24800 SE STARK STREET,GRESHAM,MULTNOMAH,OREGON,OR,97030,(503) 674-1122,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,4
380027,MERCY MEDICAL CENTER,2700 NW STEWART PARKWAY,ROSEBURG,DOUGLAS,OREGON,OR,97470,(541) 673-0611,ACUTE CARE HOSPITALS,GOVERNMENT - HOSPITAL DISTRICT OR AUTHORITY,Y,Y,3
380029,LEGACY SILVERTON MEDICAL CENTER,342 FAIRVIEW STREET,SILVERTON,MARION,OREGON,OR,97381,(503) 873-1500,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,3
380033,SACRED HEART UNIVERSITY DISTRICT,1255 HILYARD STREET,EUGENE,LANE,OREGON,OR,97401,(541) 686-7300,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,3
380037,PROVIDENCE NEWBERG MEDICAL CENTER,1001 PROVIDENCE DRIVE,NEWBERG,YAMHILL,OREGON,OR,97132,(503) 537-1555,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - CHURCH,Y,Y,5
380038,PROVIDENCE WILLAMETTE FALLS MEDICAL CENTER,1500 DIVISION STREET,OREGON CITY,CLACKAMAS,OREGON,OR,97045,(503) 656-1631,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,3
380040,ST CHARLES REDMOND,1253 NW CANAL BLVD,BEND,DESCHUTES,OREGON,OR,97701,(541) 516-3822,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,4
380047,ST CHARLES MEDICAL CENTER - BEND,2500 NE NEFF ROAD,BEND,DESCHUTES,OREGON,OR,97701,(541) 382-4321,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,4
380050,SKY LAKES MEDICAL CENTER,2865 DAGGETT AVENUE,KLAMATH FALLS,KLAMATH,OREGON,OR,97601,(541) 882-6311,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,4
380051,SALEM HOSPITAL,"890 OAK STREET, SE",SALEM,MARION,OREGON,OR,97301,(503) 561-5200,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - OTHER,Y,Y,3
380052,"SAINT ALPHONSUS MEDICAL CENTER - ONTARIO, INC",351 SW 9TH STREET,ONTARIO,MALHEUR,OREGON,OR,97914,(541) 881-7000,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - CHURCH,Y,Y,5
380056,SANTIAM HOSPITAL,1401 N 10TH AVENUE,STAYTON,MARION,OREGON,OR,97383,(503) 769-2175,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,3
380060,ADVENTIST HEALTH PORTLAND,10123 SE MARKET STREET,PORTLAND,MULTNOMAH,OREGON,OR,97216,(503) 257-2500,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - CHURCH,Y,Y,4
380061,PROVIDENCE PORTLAND MEDICAL CENTER,4805 NE GLISAN STREET,PORTLAND,MULTNOMAH,OREGON,OR,97213,(503) 215-1111,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,5
380071,WILLAMETTE VALLEY MEDICAL CENTER,2700 SE STRATUS AVE.,MCMINNVILLE,YAMHILL,OREGON,OR,97128,(503) 472-6131,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,4
380075,PROVIDENCE MEDFORD MEDICAL CENTER,1111 CRATER LAKE AVENUE,MEDFORD,JACKSON,OREGON,OR,97504,(541) 732-5000,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - CHURCH,Y,Y,3
380082,PROVIDENCE MILWAUKIE HOSPITAL,10150 SE 32ND AVENUE,MILWAUKIE,CLACKAMAS,OREGON,OR,97222,(503) 513-8300,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - CHURCH,N,Y,4
380089,LEGACY MERIDIAN PARK MEDICAL CENTER,19300 SW 65TH AVENUE,TUALATIN,WASHINGTON,OREGON,OR,97062,(503) 692-1212,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,5
380090,BAY AREA HOSPITAL,1775 THOMPSON ROAD,COOS BAY,COOS,OREGON,OR,97420,(541) 269-8111,ACUTE CARE HOSPITALS,GOVERNMENT - HOSPITAL DISTRICT OR AUTHORITY,Y,Y,3
380091,KAISER SUNNYSIDE MEDICAL CENTER,10180 SE SUNNYSIDE ROAD,CLACKAMAS,CLACKAMAS,OREGON,OR,97015,(503) 652-2880,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - OTHER,Y,Y,5
380102,SACRED HEART MEDICAL CENTER - RIVERBEND,3333 RIVERBEND DRIVE,SPRINGFIELD,LANE,OREGON,OR,97477,(541) 222-7300,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,3
380103,KAISER FOUNDATION HOSPITAL - WESTSIDE,2875 NW STUCKI AVE,HILLSBORO,WASHINGTON,OREGON,OR,97124,(971) 310-0100,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,3
381301,PEACEHEALTH COTTAGE GROVE COMMUNITY MEDICAL CENTER,1515 VILLAGE DRIVE,COTTAGE GROVE,LANE,OREGON,OR,97424,(541) 942-0511,CRITICAL ACCESS HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,3
381302,SAMARITAN NORTH LINCOLN HOSPITAL,3043 NE 28TH STREET,LINCOLN CITY,LINCOLN,OREGON,OR,97367,(541) 994-3661,CRITICAL ACCESS HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,4
381303,PROVIDENCE SEASIDE HOSPITAL,725 S WAHANNA ROAD,SEASIDE,CLATSOP,OREGON,OR,97138,(503) 717-7000,CRITICAL ACCESS HOSPITALS,VOLUNTARY NON-PROFIT - CHURCH,Y,Y,4
381304,SOUTHERN COOS HOSPITAL & HEALTH CENTER,900 11TH STREET SE,BANDON,COOS,OREGON,OR,97411,(541) 347-2426,CRITICAL ACCESS HOSPITALS,GOVERNMENT - HOSPITAL DISTRICT OR AUTHORITY,Y,Y,3
381305,BLUE MOUNTAIN HOSPITAL,170 FORD ROAD,JOHN DAY,GRANT,OREGON,OR,97845,(541) 575-1311,CRITICAL ACCESS HOSPITALS,GOVERNMENT - HOSPITAL DISTRICT OR AUTHORITY,Y,Y,4
381306,WALLOWA MEMORIAL HOSPITAL,601 MEDICAL PARKWAY,ENTERPRISE,WALLOWA,OREGON,OR,97828,(541) 426-3111,CRITICAL ACCESS HOSPITALS,GOVERNMENT - HOSPITAL DISTRICT OR AUTHORITY,Y,Y,4
381307,HARNEY DISTRICT HOSPITAL,557 W WASHINGTON STREET,BURNS,HARNEY,OREGON,OR,97720,(541) 573-7281,CRITICAL ACCESS HOSPITALS,GOVERNMENT - HOSPITAL DISTRICT OR AUTHORITY,Y,N,3
381308,WEST VALLEY HOSPITAL,525 SE WASHINGTON STREET,DALLAS,POLK,OREGON,OR,97338,(503) 623-8301,CRITICAL ACCESS HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,3
381309,LAKE DISTRICT HOSPITAL,700 SOUTH J STREET,LAKEVIEW,LAKE,OREGON,OR,97630,(541) 947-2114,CRITICAL ACCESS HOSPITALS,GOVERNMENT - HOSPITAL DISTRICT OR AUTHORITY,Y,Y,3
381310,PIONEER MEMORIAL HOSPITAL (HEPPNER),564 E PIONEER DRIVE,HEPPNER,MORROW,OREGON,OR,97836,(541) 676-9133,CRITICAL ACCESS HOSPITALS,GOVERNMENT - HOSPITAL DISTRICT OR AUTHORITY,Y,Y,3
381311,LOWER UMPQUA HOSPITAL DISTRICT,600 RANCH ROAD,REEDSPORT,DOUGLAS,OREGON,OR,97467,(541) 271-2171,CRITICAL ACCESS HOSPITALS,GOVERNMENT - HOSPITAL DISTRICT OR AUTHORITY,Y,N,3
381312,COQUILLE VALLEY HOSPITAL DISTRICT,940 EAST 5TH STREET,COQUILLE,COOS,OREGON,OR,97423,(541) 396-3101,CRITICAL ACCESS HOSPITALS,GOVERNMENT - HOSPITAL DISTRICT OR AUTHORITY,Y,Y,3
381313,ST CHARLES PRINEVILLE,384 SE COMBS FLAT ROAD,PRINEVILLE,CROOK,OREGON,OR,97754,(541) 447-6254,CRITICAL ACCESS HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,3
381314,SAMARITAN PACIFIC COMMUNITY HOSPITAL,930 SW ABBEY STREET,NEWPORT,LINCOLN,OREGON,OR,97365,(541) 265-2244,CRITICAL ACCESS HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,3
381315,ST. ALPHONSUS MEDICAL CENTER - BAKER CITY,3325 POCAHONTAS ROAD,BAKER CITY,BAKER,OREGON,OR,97814,(541) 523-6461,CRITICAL ACCESS HOSPITALS,VOLUNTARY NON-PROFIT - CHURCH,Y,Y,4
381316,PEACE HARBOR MEDICAL CENTER,400 9TH STREET,FLORENCE,LANE,OREGON,OR,97439,(541) 997-8412,CRITICAL ACCESS HOSPITALS,VOLUNTARY NON-PROFIT - CHURCH,Y,Y,4
381317,ADVENTIST HEALTH TILLAMOOK,1000 THIRD STREET,TILLAMOOK,TILLAMOOK,OREGON,OR,97141,(503) 815-2260,CRITICAL ACCESS HOSPITALS,VOLUNTARY NON-PROFIT - CHURCH,Y,Y,3
381318,PROVIDENCE HOOD RIVER MEMORIAL HOSPITAL,810 12TH STREET,HOOD RIVER,HOOD RIVER,OREGON,OR,97031,(541) 386-3911,CRITICAL ACCESS HOSPITALS,VOLUNTARY NON-PROFIT - CHURCH,Y,Y,2
381319,ST ANTHONY HOSPITAL,2801 ST ANTHONY WAY,PENDLETON,UMATILLA,OREGON,OR,97801,(541) 276-5121,CRITICAL ACCESS HOSPITALS,VOLUNTARY NON-PROFIT - CHURCH,Y,Y,5
381320,COLUMBIA MEMORIAL HOSPITAL,2111 EXCHANGE STREET,ASTORIA,CLATSOP,OREGON,OR,97103,(503) 325-4321,CRITICAL ACCESS HOSPITALS,PROPRIETARY,Y,Y,1
381321,GRANDE RONDE HOSPITAL,900 SUNSET DRIVE,LA GRANDE,UNION,OREGON,OR,97850,(541) 963-8421,CRITICAL ACCESS HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,3
381322,CURRY GENERAL HOSPITAL,94220 FOURTH STREET,GOLD BEACH,CURRY,OREGON,OR,97444,(541) 247-3000,CRITICAL ACCESS HOSPITALS,GOVERNMENT - HOSPITAL DISTRICT OR AUTHORITY,Y,Y,2
381323,SAMARITAN LEBANON COMMUNITY HOSPITAL,525 N SANTIAM HIGHWAY,LEBANON,LINN,OREGON,OR,97355,(541) 258-2101,CRITICAL ACCESS HOSPITALS,VOLUNTARY NON-PROFIT - CHURCH,Y,Y,2
381324,ST CHARLES MADRAS,470 NE A STREET,MADRAS,JEFFERSON,OREGON,OR,97741,(541) 475-3882,CRITICAL ACCESS HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,3
381325,GOOD SHEPHERD MEDICAL CENTER,610 NW 11TH STREET,HERMISTON,UMATILLA,OREGON,OR,97838,(541) 667-3400,CRITICAL ACCESS HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,2
383300,SHRINERS HOSPITAL FOR CHILDREN-PORTLAND,3101 SW SAM JACKSON PARK ROAD,PORTLAND,MULTNOMAH,OREGON,OR,97239,(971) 544-3312,CHILDRENS,VOLUNTARY NON-PROFIT - PRIVATE,N,N,3
384008,OREGON STATE HOSPITAL DISTINCT PART,2600 CENTER STREET NE,SALEM,MARION,OREGON,OR,97310,(503) 945-2800,PSYCHIATRIC,GOVERNMENT - STATE,N,N,3
